mirnaid,refseqid,bindingp,validated,TargetScan,miRDB,miRTarBase
hsa-miR-495-3p,NM_001354411,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_001354420,1.0,,0,1,0
hsa-miR-495-3p,NM_001354420,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_001354430,1.0,,0,1,0
hsa-miR-495-3p,NM_001354509,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_001354544,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_001354596,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_001354712,0.9230769230769232,,1,1,0
hsa-miR-495-3p,NM_001354723,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_001355015,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_001357,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_001358291,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_001360236,1.0,,1,0,0
hsa-miR-495-3p,NM_001362819,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_001362819,0.8076923076923077,,0,1,0
hsa-miR-495-3p,NM_001362843,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_001362952,0.8461538461538461,,1,0,0
hsa-miR-495-3p,NM_001362954,0.8461538461538461,,1,0,0
hsa-miR-495-3p,NM_001363046,1.0,,0,1,0
hsa-miR-495-3p,NM_001363540,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_001363657,1.0,,1,1,0
hsa-miR-495-3p,NM_001363657,0.9230769230769232,,1,1,0
hsa-miR-495-3p,NM_001363679,1.0,,0,1,0
hsa-miR-495-3p,NM_001363711,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_001363847,1.0,,0,1,0
hsa-miR-495-3p,NM_001364128,0.8461538461538461,,1,1,0
hsa-miR-495-3p,NM_001364294,1.0,MIRT612362,0,1,1
hsa-miR-495-3p,NM_001364295,1.0,MIRT612362,0,1,1
hsa-miR-495-3p,NM_001364716,1.0,MIRT556082,1,1,1
hsa-miR-495-3p,NM_001364832,1.0,,0,1,0
hsa-miR-495-3p,NM_001365023,0.8461538461538461,,1,1,0
hsa-miR-495-3p,NM_001365906,0.9230769230769232,,1,1,0
hsa-miR-495-3p,NM_001365907,0.9230769230769232,,1,1,0
hsa-miR-495-3p,NM_001365927,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_001365933,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_001366002,1.0,,0,1,0
hsa-miR-495-3p,NM_001366007,0.8653846153846154,,0,1,0
hsa-miR-495-3p,NM_001366009,1.0,,0,1,0
hsa-miR-495-3p,NM_001366165,0.9230769230769232,,1,1,0
hsa-miR-495-3p,NM_001366426,0.9230769230769232,,1,1,0
hsa-miR-495-3p,NM_001366466,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_001366471,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_001367497,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_001367783,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_001367871,1.0,,0,1,0
hsa-miR-495-3p,NM_001367949,1.0,,0,1,0
hsa-miR-495-3p,NM_001368146,0.9230769230769232,,1,1,0
hsa-miR-495-3p,NM_001368395,0.8461538461538461,,1,1,0
hsa-miR-495-3p,NM_001368397,0.8461538461538461,,1,1,0
hsa-miR-495-3p,NM_001368398,0.8461538461538461,,1,1,0
hsa-miR-495-3p,NM_001368399,0.8461538461538461,,1,1,0
hsa-miR-495-3p,NM_001368400,0.8461538461538461,,1,1,0
hsa-miR-495-3p,NM_001368769,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_001369434,1.0,,0,1,0
hsa-miR-495-3p,XM_017017391,1.0,,0,1,0
hsa-miR-495-3p,XM_017017873,0.8076923076923077,,0,1,0
hsa-miR-495-3p,XM_017017923,1.0,,0,1,0
hsa-miR-495-3p,XM_017018477,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_017020201,0.8461538461538461,,1,0,0
hsa-miR-495-3p,XM_017021288,1.0,,0,1,0
hsa-miR-495-3p,XM_017021870,0.9230769230769232,MIRT568450,0,0,1
hsa-miR-495-3p,XM_017022655,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_017025018,0.8461538461538461,,1,1,0
hsa-miR-495-3p,XM_017026104,1.0,,1,0,0
hsa-miR-495-3p,XM_017029684,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_017029791,0.9230769230769232,,1,1,0
hsa-miR-495-3p,XM_017029795,0.9230769230769232,,1,1,0
hsa-miR-495-3p,XM_024446383,1.0,,1,0,0
hsa-miR-495-3p,XM_024446418,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_024446419,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_024448315,0.8461538461538461,,1,1,0
hsa-miR-495-3p,XM_024448925,1.0,,1,0,0
hsa-miR-495-3p,XM_024448983,0.8461538461538461,,1,1,0
hsa-miR-495-3p,XM_024449174,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_024450656,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_024452193,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_024452302,0.9230769230769232,,1,1,0
hsa-miR-495-3p,XM_024452699,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_024452699,1.0,,0,1,0
hsa-miR-495-3p,XM_024453532,1.0,,1,0,0
hsa-miR-495-3p,XM_024453534,1.0,,1,0,0
hsa-miR-495-3p,XM_024453537,1.0,,1,0,0
hsa-miR-495-3p,XM_024453716,0.9230769230769232,MIRT091061,0,1,1
hsa-miR-495-3p,XM_024453716,0.9615384615384616,MIRT091061,0,1,1
hsa-miR-495-3p,XM_024453769,0.8461538461538461,,1,0,0
hsa-miR-495-3p,XM_024453769,0.9230769230769232,,1,0,0
hsa-miR-495-3p,XM_024453778,0.8461538461538461,,1,0,0
hsa-miR-495-3p,XM_024453778,0.9230769230769232,,1,0,0
hsa-miR-495-3p,XM_024454131,1.0,,0,1,0
hsa-miR-495-3p,XM_024454355,1.0,,0,1,0
hsa-miR-495-3p,XM_047416023,0.8461538461538461,,1,0,0
hsa-miR-495-3p,XM_047416105,1.0,,0,1,0
hsa-miR-495-3p,XM_047416110,1.0,,0,1,0
hsa-miR-495-3p,XM_047416118,1.0,,0,1,0
hsa-miR-495-3p,XM_047416614,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047416720,0.8461538461538461,MIRT527784,0,0,1
hsa-miR-495-3p,XM_047416722,0.9230769230769232,MIRT527784,0,0,1
hsa-miR-495-3p,XM_047417030,1.0,,1,0,0
hsa-miR-495-3p,XM_047417190,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_047417213,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_047417258,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047417315,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047417317,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047417317,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_047419504,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047420082,1.0,,0,1,0
hsa-miR-495-3p,XM_047421034,1.0,,0,1,0
hsa-miR-495-3p,XM_047421267,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_047421384,1.0,,0,1,0
hsa-miR-495-3p,XM_047422877,0.8461538461538461,,1,1,0
hsa-miR-495-3p,XM_047422921,1.0,,1,1,0
hsa-miR-495-3p,XM_047423020,0.8461538461538461,,1,0,0
hsa-miR-495-3p,XM_047423646,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_047424503,0.8846153846153846,,1,1,0
hsa-miR-495-3p,XM_047424836,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_047424940,0.8461538461538461,,1,1,0
hsa-miR-495-3p,XM_047425482,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_047427065,0.8076923076923077,,0,1,0
hsa-miR-495-3p,XM_047427146,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047427391,0.8974358974358976,,0,1,0
hsa-miR-495-3p,XM_047427710,1.0,,1,0,0
hsa-miR-495-3p,XM_047428328,1.0,,1,1,0
hsa-miR-495-3p,XM_047428333,1.0,,1,1,0
hsa-miR-495-3p,XM_047428881,0.9230769230769232,,1,1,0
hsa-miR-495-3p,XM_047429196,0.8461538461538461,,1,1,0
hsa-miR-495-3p,XM_047429197,0.8461538461538461,,1,1,0
hsa-miR-495-3p,XM_047429490,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_047430924,0.9230769230769232,MIRT248054,1,1,1
hsa-miR-495-3p,XM_047431020,0.9230769230769232,,1,0,0
hsa-miR-495-3p,XM_047431684,0.8461538461538461,,1,0,0
hsa-miR-495-3p,XM_047431685,0.8461538461538461,,1,0,0
hsa-miR-495-3p,XM_047431875,0.9230769230769232,,1,1,0
hsa-miR-495-3p,XM_047431935,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047431963,0.9230769230769232,,1,1,0
hsa-miR-495-3p,XM_047432112,0.9230769230769232,MIRT568450,0,0,1
hsa-miR-495-3p,XM_047432852,0.8461538461538461,,1,1,0
hsa-miR-495-3p,XM_047433231,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047433231,0.8076923076923077,,0,1,0
hsa-miR-495-3p,XM_047433261,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047433261,0.8076923076923077,,0,1,0
hsa-miR-495-3p,XM_047434685,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047434685,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_047434945,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047435597,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047435736,0.9230769230769232,,1,1,0
hsa-miR-495-3p,XM_047435738,0.9230769230769232,,1,1,0
hsa-miR-495-3p,XM_047436439,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_047436896,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_047436901,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_047440347,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_047441072,0.8076923076923077,,0,1,0
hsa-miR-495-3p,XM_047441143,1.0,,0,1,0
hsa-miR-495-3p,XM_047441450,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047441604,0.8461538461538461,,1,1,0
hsa-miR-495-3p,XM_047441687,1.0,,1,0,0
hsa-miR-495-3p,XM_047441731,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_047441731,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047441743,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_047441743,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047442391,0.9230769230769232,,1,1,0
hsa-miR-495-3p,XM_047442391,0.8461538461538461,,1,1,0
hsa-miR-495-3p,XM_047442404,0.8461538461538461,,1,1,0
hsa-miR-495-3p,XM_047442702,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_047442702,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047443789,0.9230769230769232,,1,0,0
hsa-miR-495-3p,XM_047443789,0.8461538461538461,,1,0,0
hsa-miR-495-3p,XM_047443792,0.9230769230769232,,1,0,0
hsa-miR-495-3p,XM_047443792,0.8461538461538461,,1,0,0
hsa-miR-495-3p,XM_047444258,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047445241,1.0,,0,1,0
hsa-miR-495-3p,XM_047446104,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047446288,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047446290,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047446449,1.0,,1,1,0
hsa-miR-495-3p,XM_047447091,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_047448306,1.0,,0,1,0
hsa-miR-495-3p,XM_047448306,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047449013,0.8461538461538461,,1,0,0
hsa-miR-495-3p,XM_047449013,0.9230769230769232,,1,0,0
hsa-miR-495-3p,XM_047449055,0.9230769230769232,,0,1,0
hsa-miR-495-3p,XM_047449055,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047449235,0.8461538461538461,MIRT519991,1,0,1
hsa-miR-495-3p,XM_047449235,1.0,MIRT519991,1,0,1
hsa-miR-495-3p,XM_047449704,0.8461538461538461,,0,1,0
hsa-miR-495-3p,XM_047449974,1.0,,1,1,0
hsa-miR-495-3p,XM_047449974,0.8461538461538461,,1,1,0
hsa-miR-495-3p,NM_152446,0.9230769230769232,,1,0,0
hsa-miR-495-3p,NM_152529,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_152529,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_152558,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_152562,0.9230769230769232,MIRT647373,1,0,1
hsa-miR-495-3p,NM_152629,0.8461538461538461,,1,1,0
hsa-miR-495-3p,NM_152688,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_152697,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_152704,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_152744,0.9230769230769232,,1,1,0
hsa-miR-495-3p,NM_152756,0.8461538461538461,,1,1,0
hsa-miR-495-3p,NM_152758,0.9230769230769232,,1,1,0
hsa-miR-495-3p,NM_152838,0.8461538461538461,,1,1,0
hsa-miR-495-3p,NM_152924,0.8461538461538461,,1,0,0
hsa-miR-495-3p,NM_152943,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_153026,0.8461538461538461,,1,1,0
hsa-miR-495-3p,NM_153184,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_153188,1.0,MIRT612362,0,1,1
hsa-miR-495-3p,NM_153207,0.8461538461538461,,1,1,0
hsa-miR-495-3p,NM_153429,0.8076923076923077,,1,1,0
hsa-miR-495-3p,NM_153449,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_153498,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_153498,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_153607,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_153645,0.8076923076923077,,0,1,0
hsa-miR-495-3p,NM_153697,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_153711,0.8461538461538461,MIRT668411,0,0,1
hsa-miR-495-3p,NM_153759,0.8461538461538461,,1,1,0
hsa-miR-495-3p,NM_153828,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_170606,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_170731,0.8461538461538461,,1,1,0
hsa-miR-495-3p,NM_172071,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_173199,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_173200,1.0,,0,1,0
hsa-miR-495-3p,NM_173359,0.9230769230769232,,1,0,0
hsa-miR-495-3p,NM_173462,0.9230769230769232,,1,1,0
hsa-miR-495-3p,NM_173495,0.9230769230769232,,1,0,0
hsa-miR-495-3p,NM_173515,0.8461538461538461,,1,0,0
hsa-miR-495-3p,NM_173529,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_173566,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_173569,0.8461538461538461,,1,1,0
hsa-miR-495-3p,NM_173588,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_173598,0.8076923076923077,,0,1,0
hsa-miR-495-3p,NM_173664,0.8269230769230769,MIRT481548,0,0,1
hsa-miR-495-3p,NM_173664,0.8461538461538461,MIRT481548,0,0,1
hsa-miR-495-3p,NM_173694,1.0,,0,1,0
hsa-miR-495-3p,NM_173698,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_173802,1.0,,1,0,0
hsa-miR-495-3p,NM_173814,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_173829,1.0,MIRT122134,0,0,1
hsa-miR-495-3p,NM_173829,0.9230769230769232,MIRT122134,0,0,1
hsa-miR-495-3p,NM_174909,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_174938,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_174942,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_175061,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_175929,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_177438,1.0,,1,1,0
hsa-miR-495-3p,NM_177444,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_177924,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_177952,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_178011,0.9230769230769232,,1,1,0
hsa-miR-495-3p,NM_178123,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_178457,0.9230769230769232,,1,0,0
hsa-miR-495-3p,NM_178505,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_178544,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_181359,0.9230769230769232,MIRT772776,0,1,1
hsa-miR-495-3p,NM_181359,0.8461538461538461,MIRT772776,0,1,1
hsa-miR-495-3p,NM_181461,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_181500,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_181504,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_181523,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_181524,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_181659,0.8461538461538461,,1,0,0
hsa-miR-495-3p,NM_181699,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_181705,1.0,,0,1,0
hsa-miR-495-3p,NM_181733,1.0,,0,1,0
hsa-miR-495-3p,NM_182488,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_182503,0.8461538461538461,,1,1,0
hsa-miR-495-3p,NM_182551,0.8461538461538461,,1,1,0
hsa-miR-495-3p,NM_182641,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_182729,0.9230769230769232,,1,1,0
hsa-miR-495-3p,NM_182739,0.9230769230769232,MIRT454746,0,1,1
hsa-miR-495-3p,NM_182763,0.9230769230769232,MIRT180983,0,0,1
hsa-miR-495-3p,NM_182848,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_182920,0.8461538461538461,MIRT545141,0,0,1
hsa-miR-495-3p,NM_183078,0.9230769230769232,,1,0,0
hsa-miR-495-3p,NM_183353,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_194250,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_194283,0.8461538461538461,MIRT527784,0,0,1
hsa-miR-495-3p,NM_194314,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_194314,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_194429,0.8461538461538461,,1,0,0
hsa-miR-495-3p,NM_198243,0.8846153846153846,,1,1,0
hsa-miR-495-3p,NM_198243,0.9230769230769232,,1,1,0
hsa-miR-495-3p,NM_198269,0.8461538461538461,,1,1,0
hsa-miR-495-3p,NM_198337,0.9230769230769232,,1,1,0
hsa-miR-495-3p,NM_198400,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_198400,0.9230769230769232,,0,1,0
hsa-miR-495-3p,NM_198465,0.9230769230769232,,1,0,0
hsa-miR-495-3p,NM_198480,0.8461538461538461,,0,1,0
hsa-miR-495-3p,NM_198563,0.9230769230769232,,1,1,0
